id1	x1	C1.1	C1.2	C1.3	L1	N1	id2	x2	C2.1	C2.2	C2.3	L2	N2	id3	x3	C3.1	C3.2	C3.3	L3	N3	id4	x4	C4.1	C4.2	C4.3	L4
1	0	0	0	1	1	15	4	0.35496764	-0.382989745	0.512391228	0.768618296	0.589457934	6	6	0.784003527	0.567766015	0.058119548	0.82113572	0.089170257	0	0	0	0	0	0	0
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	1	0.051487145	-0.368331371	-0.785366935	0.497524651	0.536305031	4	1	0.581957833	-0.635918121	-0.173494212	0.752002594	0.052229377
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	1	0.051487145	-0.368331371	-0.785366935	0.497524651	0.536305031	4	2	0.609586416	0.47314369	-0.875202434	0.100775728	0.154837717
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	1	0.051487145	-0.368331371	-0.785366935	0.497524651	0.536305031	4	3	0.679462257	-0.80492166	-0.592770662	-0.026908433	0.117990845
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	1	0.051487145	-0.368331371	-0.785366935	0.497524651	0.536305031	4	4	0.749445768	0.498661359	-0.783588755	0.370574571	0.086010771
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	2	0.071589969	0.709527172	0.650064683	0.272005698	0.315587799	2	1	0.660913081	0.160383858	0.986223385	0.040502497	0.033937586
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	2	0.071589969	0.709527172	0.650064683	0.272005698	0.315587799	2	2	0.683231278	0.981133059	-0.191596625	-0.025858323	0.071655807
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	3	0.248030557	0.463046528	-0.066546108	0.883832297	0.444127445	4	1	0.643660984	0.139426949	-0.883067643	0.448053193	0.172323495
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	3	0.248030557	0.463046528	-0.066546108	0.883832297	0.444127445	4	2	0.680265513	0.961385887	-0.000424807	0.275203553	0.2068876
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	3	0.248030557	0.463046528	-0.066546108	0.883832297	0.444127445	4	3	0.712257795	-0.171926524	-0.681208368	0.711615366	0.03744123
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	3	0.248030557	0.463046528	-0.066546108	0.883832297	0.444127445	4	4	0.712257795	0.287801813	0.299912264	0.909517867	0.042541659
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	4	0.260303035	0.169810772	0.285706219	0.943152298	0.3568869	2	1	0.611894803	0.837076375	0.430887819	0.337103588	0.16205282
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	4	0.260303035	0.169810772	0.285706219	0.943152298	0.3568869	2	2	0.611894803	0.140349315	-0.589155075	0.795737625	0.135044015
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	5	0.266243803	-0.192955378	-0.507389582	0.839835718	0.279306844	2	1	0.567281302	0.186510724	-0.963118482	0.193949839	0.084843872
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	5	0.266243803	-0.192955378	-0.507389582	0.839835718	0.279306844	2	2	0.640635311	-0.944153423	0.036556187	0.327472074	0.086474333
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	6	0.266243803	0.08859355	0.669839766	0.737201377	0.370972393	2	1	0.531332927	-0.495814286	0.842295115	0.211440613	0.077173377
1	0	0	0	1	1	15	5	0.35496764	0.461391056	-0.072340011	0.884242736	0.593583583	6	6	0.266243803	0.08859355	0.669839766	0.737201377	0.370972393	2	2	0.650594888	0.825542064	0.556684418	0.092643177	0.088265402
1	0	0	0	1	1	15	6	0.35496764	0.38078422	-0.077742705	0.921389955	0.218537491	1	1	0.72892294	0.122699886	0.678261136	0.724504361	0.367769521	0	0	0	0	0	0	0
1	0	0	0	1	1	15	7	0.421528652	-0.708777009	-0.595855003	0.377613514	0.407313261	2	1	0.588674347	-0.291910566	-0.951308273	-0.098998946	0.114908564	0	0	0	0	0	0	0
1	0	0	0	1	1	15	7	0.421528652	-0.708777009	-0.595855003	0.377613514	0.407313261	2	2	0.601961745	-0.978574646	0.20130384	0.043225305	0.095165166	0	0	0	0	0	0	0
1	0	0	0	1	1	15	8	0.421528652	0.426713759	0.799802599	0.422174337	0.252966412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	1	1	15	9	0.476749908	0.241898175	0.863360102	0.442825708	0.380259886	2	1	0.593737151	0.972318244	0.017676101	0.232990961	0.092185459	0	0	0	0	0	0	0
1	0	0	0	1	1	15	9	0.476749908	0.241898175	0.863360102	0.442825708	0.380259886	2	2	0.593737151	-0.583089684	0.215375706	0.783338832	0.040549446	0	0	0	0	0	0	0
1	0	0	0	1	1	15	10	0.502934931	-0.529744552	-0.805815989	0.264634276	0.115262316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	1	1	15	11	0.563985613	-0.908008022	-0.038961182	0.417137217	0.06536743	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	1	1	15	12	0.772969383	-0.247837816	-0.74604791	0.618052532	0.237008136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	1	1	15	13	0.772969383	-0.014269202	0.722564926	0.691155784	0.246416721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	1	1	15	14	0.807024819	0.668949543	-0.28170419	0.687858458	0.189707686	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	1	1	15	15	0.81829652	0.551376993	0.450948298	0.701875376	0.057404919	0	0	0	0	0	0	0	0	0	0	0	0	0	0
